city,date,fare,ride_id
Jacobfort,3/2/16 21:38,20.25,5099142911522
Prattfurt,10/10/16 13:14,27.01,3894544761292
West Sydneyhaven,5/27/16 20:27,16.88,5318215818002
Zimmermanmouth,6/1/16 11:10,42.01,589257725947
Eriktown,7/20/16 15:09,33.82,2163535256309
Williamshire,7/15/16 2:06,26.93,1126078256923
Zimmermanmouth,9/15/16 0:25,21.88,1942308210837
Vickimouth,11/8/16 18:43,22.19,4236510136014
Swansonbury,2/19/16 3:13,21.13,1193503565561
Port Josephfurt,6/25/16 6:09,6.94,5509406197376
Williamshire,8/12/16 21:51,23.65,6739781912113
Alyssaberg,7/1/16 15:29,36,1283730954082
Jacobfort,9/29/16 10:25,29.05,6187475000682
South Louis,9/29/16 10:37,44.14,5723592166538
Aprilchester,10/7/16 21:35,43.31,5056964595347
West Oscar,7/12/16 4:00,8.67,3446427101949
West Sydneyhaven,4/23/16 18:33,22.73,5346721133401
Port Martinberg,11/5/16 23:22,29.19,531668305577
Davistown,5/31/16 17:59,8.51,519962204239
Swansonbury,3/25/16 17:50,44.11,5062571378235
Torresshire,10/3/16 0:19,43.25,6928523510384
New Jeffrey,1/8/16 5:09,28.38,6595031872695
Port Johnstad,8/15/16 19:53,4.05,627410504531
Arnoldview,3/25/16 6:12,13.48,1941778752229
Port Josephfurt,1/11/16 3:22,39.5,1074808701079
West Oscar,5/25/16 3:59,36.56,8928626372245
South Louis,6/4/16 1:01,26.72,8465149033449
West Oscar,9/25/16 9:47,12.4,20928457069
Russellport,10/19/16 15:17,27.9,3580210488630
Lake Jennaton,7/24/16 3:38,28.22,7020207479891
Maryside,3/19/16 18:58,17.06,6392124898439
Smithhaven,5/8/16 22:23,40.49,9798890474773
Port Martinberg,6/27/16 18:51,18.47,1185425297293
Fosterside,11/7/16 18:52,17.47,268035839303
New Jeffrey,8/27/16 9:10,23.71,635588705674
Pamelahaven,1/7/16 15:08,37.23,5759831716264
Torresshire,9/29/16 20:31,14.35,1556404337215
West Brandy,3/17/16 16:32,44.12,4153058741114
Prattfurt,1/24/16 17:39,24.67,3184780964480
West Oscar,4/3/16 22:42,37.73,5049515530829
Kimberlychester,11/20/16 0:22,11.23,2808661376780
Maryside,3/16/16 22:22,33.19,4821967992162
Kellershire,7/22/16 0:14,26.08,9997901376574
South Josephville,8/26/16 19:29,34.33,2392863577460
Alyssaberg,6/8/16 22:23,4.85,6743206927163
Alvarezhaven,5/1/16 14:35,22.54,6435260355302
New Aaron,7/11/16 23:32,35.42,8741128997583
East Erin,11/5/16 22:54,20.02,5946160639511
Russellport,7/7/16 22:03,15.99,408675698322
East Douglas,11/20/16 15:55,44.07,2216251821006
Port Martinberg,7/9/16 7:34,27.88,7274627987041
Stewartview,3/28/16 7:23,14.43,7792915977807
Lake Sarashire,5/8/16 22:12,36.32,944524566133
Vickimouth,9/7/16 21:52,26.31,8800320581010
West Brandy,4/10/16 19:17,6.56,7227876465099
Port Johnstad,2/15/16 19:16,38.17,8325139734643
Antoniomouth,5/28/16 5:23,18.56,4800891394907
New Andreamouth,4/30/16 12:02,35.68,6002483006290
Kellershire,4/2/16 12:01,22.22,4842323157919
Nguyenbury,10/25/16 21:23,8.06,1015587735046
West Brandy,6/8/16 13:27,5.85,5635588253057
Davidtown,8/2/16 4:52,29.79,3801152652782
Fosterside,4/17/16 5:32,22.15,2786815637416
West Dawnfurt,5/2/16 22:34,30.97,4714142412909
Swansonbury,5/2/16 17:18,26.71,6150569418601
South Louis,2/14/16 3:22,23.15,6613391767472
Sandymouth,1/19/16 11:06,39.95,638144131559
West Brittanyton,5/23/16 7:10,21.94,2103750257675
Davidtown,3/16/16 15:08,33.11,5482389476556
Edwardsbury,7/26/16 14:40,36.86,7626194681042
Fosterside,2/23/16 9:11,13.85,9732463030768
Lake Jeffreyland,7/22/16 17:34,36.65,1640534796773
South Louis,7/21/16 22:51,19.83,4295084448756
Eriktown,11/5/16 19:50,28.69,416616855901
New Andreamouth,11/9/16 2:57,21.42,3157277251707
Stewartview,10/17/16 18:43,15.78,6853080022271
Fosterside,10/6/16 13:12,8.62,2000781349549
Port Martinberg,2/27/16 12:10,42.47,2766312313778
Spencertown,1/28/16 1:07,30.2,4594107221100
New David,11/24/16 4:19,24.33,8983322290958
Travisville,1/16/16 9:31,19.91,8453546907371
Vickimouth,9/20/16 17:47,20.04,4264066995625
Spencertown,5/17/16 16:18,34.05,4420491857291
Antoniomouth,10/5/16 21:29,25.79,3562606042770
Lisaville,10/30/16 8:23,23.88,9001891584816
Arnoldview,9/6/16 18:04,5.44,8147021338537
Carrollfort,4/29/16 16:44,8.07,5805526016055
Lisatown,11/19/16 4:50,15.48,6951344069311
Prattfurt,7/10/16 7:51,35.29,7329304684383
New Christine,2/26/16 13:36,26.36,4108010411185
West Oscar,5/14/16 9:03,38.81,4638885383046
West Alexis,6/20/16 15:53,40.08,7316257973381
West Dawnfurt,7/30/16 12:11,16.78,6190552310963
Davidtown,7/20/16 8:29,22,2546589443671
Spencertown,3/26/16 7:05,24.14,866422129879
New David,4/20/16 9:22,44.7,1619938983881
Nguyenbury,9/15/16 22:17,43.94,1496477275734
Port Josephfurt,7/13/16 11:39,8.91,5320990131160
Smithhaven,11/14/16 17:02,14.8,7737898358595
New Jeffrey,8/25/16 16:19,27.4,4753289596493
New Christine,10/19/16 21:37,9.45,4521237285955
Williamshire,7/24/16 14:35,9.97,8971962240488
Port Johnstad,7/7/16 6:38,39.79,5155175797127
New David,11/1/16 12:39,44.2,4387966894222
Davistown,2/20/16 4:23,30.68,905353779941
New Christine,9/13/16 18:22,13.71,877163752592
Pearsonberg,2/6/16 2:18,42.48,6940296111094
Port Samantha,10/4/16 1:21,28.25,1364799736823
Carrollfort,7/23/16 15:02,26.49,9996724027588
Lake Jeffreyland,3/24/16 2:55,40.58,8755923870859
Port Johnstad,4/18/16 6:40,8.62,5060475517026
Nguyenbury,3/31/16 12:51,5.77,4990317147511
South Bryanstad,8/12/16 23:50,28.95,9517182568903
Sandymouth,1/8/16 11:47,4.2,2476311410315
West Sydneyhaven,3/11/16 0:48,13.68,2219454578388
Sandymouth,2/11/16 9:48,17.1,4215411434139
Davidtown,1/1/16 23:43,8.2,7766093981383
Russellport,2/18/16 0:58,14.44,1146947705826
Alyssaberg,2/19/16 5:20,8.59,403450340403
West Peter,3/23/16 16:44,38.45,2046520223886
Alvarezhaven,5/20/16 12:26,42,7852567608457
Alvarezhaven,8/3/16 6:45,4.07,6100187302721
New Maryport,1/10/16 20:29,34.15,4295408225889
South Josephville,11/18/16 2:59,20.01,6112403552100
Arnoldview,10/5/16 3:25,10.48,6331620873793
South Louis,2/10/16 22:53,30.6,8979351061935
Carrollfort,10/19/16 2:21,24.94,2428641702974
West Jefferyfurt,2/20/16 5:32,17.24,90536052956
West Sydneyhaven,8/19/16 9:57,6.44,6611904203332
Fosterside,9/19/16 12:47,5.53,9832176090285
Lake Sarashire,3/22/16 2:36,35.62,6105409010309
Port Johnstad,7/20/16 15:46,15.14,1886783680375
South Josephville,2/1/16 0:44,4.69,3351207691452
Port Samantha,1/6/16 15:04,25.39,5159737740460
Lake Stevenbury,8/30/16 19:55,27.35,7536589800548
Smithhaven,4/28/16 14:21,17.41,3068297148055
Lisatown,8/28/16 21:01,26.42,4776520012088
Travisville,2/14/16 22:53,27.89,286759106488
Williamshire,4/20/16 17:13,39.42,6615085771369
Sandymouth,3/8/16 21:39,13.4,1500658605255
West Brandy,10/26/16 3:25,12.71,5088815531426
Lake Stevenbury,8/21/16 14:09,12.49,6482093036144
Port Johnstad,4/15/16 18:08,26.23,6079615958093
West Peter,9/14/16 15:30,38.49,7447906738416
Port Johnstad,10/19/16 13:57,39.44,8062450865976
New Aaron,6/4/16 2:23,20.53,2321624903569
New David,5/3/16 16:38,32.12,141206269867
Aprilchester,10/14/16 13:03,17.94,6499432941564
Port Josephfurt,10/31/16 4:48,41.94,3151468117803
Nguyenbury,9/29/16 23:40,35.73,1542525861890
Arnoldview,8/4/16 11:44,29.49,9822259629136
Pearsonberg,3/29/16 12:59,36.4,9393126938175
New Maryport,7/13/16 10:19,11.96,5603767195344
New Maryport,8/27/16 12:46,32.67,836543255832
Stewartview,6/10/16 14:50,31.47,5397544665778
Alyssaberg,8/27/16 6:36,11.38,2204837124818
Torresshire,12/4/16 15:39,38.02,6250893878567
South Josephville,5/19/16 0:58,27.96,816017494899
Lake Jennaton,1/18/16 8:02,15.86,2263399293141
Lisaville,1/4/16 1:40,42.14,2668359628139
Russellport,4/4/16 16:17,36.62,9553714155722
Arnoldview,4/2/16 23:42,39.53,1051093826540
Kimberlychester,7/4/16 11:41,14.85,9827853347875
Aprilchester,3/19/16 4:20,25.69,4172540287794
Rodriguezburgh,5/15/16 8:56,22.06,784852603359
Eriktown,12/4/16 7:48,5.43,8529417231590
Antoniomouth,3/13/16 19:52,41.44,8152232990801
Port Johnstad,9/7/16 11:05,39.43,3601497356525
Davistown,3/13/16 10:22,39.05,5986778765684
Port Johnstad,1/26/16 18:19,39.14,6195088092413
New Andreamouth,5/24/16 1:44,17.03,3476204894474
New Andreamouth,3/8/16 11:59,5.09,9657020276475
New Christine,9/23/16 11:29,22.01,7556716897913
Port Samantha,9/8/16 12:46,40.1,3938412866532
Davidtown,2/20/16 16:27,12.64,7147024552818
West Peter,1/15/16 9:18,29.65,7685890652329
Mooreview,10/6/16 11:54,24.94,7428536660155
Torresshire,10/21/16 8:28,15.16,5429504813032
Smithhaven,1/17/16 23:39,27.17,2993555290515
West Peter,4/20/16 0:52,35.17,1460875294512
Sandymouth,10/21/16 16:57,4.76,6963610460845
East Erin,9/5/16 0:50,44.96,5171595369713
West Peter,9/6/16 18:01,15.63,5821034596261
East Erin,8/10/16 6:20,31.07,6623062977031
Russellport,6/12/16 15:10,23.01,425304453916
East Douglas,1/14/16 15:35,32.56,4982197353458
Carrollfort,7/28/16 16:00,30.69,7832998090472
Fosterside,1/10/16 23:19,41.96,9983247565536
Sandymouth,10/22/16 11:31,36.53,9225871763811
West Alexis,9/18/16 0:18,11.21,9931429025088
Maryside,8/13/16 19:11,31.47,3759233919258
Travisville,3/12/16 19:18,44.07,7648191284026
Vickimouth,3/1/16 0:15,12.07,5511048255284
Arnoldview,2/25/16 3:28,6.45,4442018164095
Lake Sarashire,6/16/16 5:24,11.26,5121115293370
Mooreview,4/5/16 5:22,40.99,8602942622757
East Erin,8/27/16 20:23,24.66,8704871514117
Williamshire,6/29/16 21:55,44.73,3509018739850
Stewartview,4/6/16 18:53,15.19,7699101110164
Lisaville,6/21/16 3:07,29.94,400014131507
Lake Jennaton,8/1/16 21:47,30.09,5953318965521
West Brandy,12/5/16 0:26,24.12,6709372314350
Swansonbury,6/13/16 3:24,15.51,9023774061986
Lisaville,2/10/16 20:42,44.12,984587225288
Carrollfort,5/16/16 18:01,21.78,8716455359908
Aprilchester,4/4/16 13:08,24.26,1488504143994
West Brittanyton,7/20/16 6:59,22.94,9236848159452
Kimberlychester,8/23/16 18:33,9.68,2742288543623
Kimberlychester,7/7/16 10:01,22.16,734603548767
Port Josephfurt,10/20/16 4:17,29.27,6974479265243
Lisaville,5/1/16 17:04,44.29,6533371877406
Aprilchester,5/31/16 14:41,39.53,2402730414153
Kimberlychester,11/21/16 23:00,34.27,7740105458636
New Andreamouth,11/9/16 19:19,37.22,3986560585683
Port Samantha,9/18/16 2:37,15.66,6663745459003
Swansonbury,10/4/16 11:52,6.24,8541766783650
Vickimouth,3/3/16 9:41,37.87,1433210718370
Port Samantha,2/9/16 17:41,15.6,6813747840822
Kelseyland,4/20/16 5:36,31.67,2865704421982
Kelseyland,5/2/16 5:55,40.92,2769007541388
New Maryport,5/8/16 12:25,39.88,8893151181566
Travisville,1/20/16 21:31,4.95,5910932409152
New Aaron,6/1/16 22:33,44.99,3742682430832
Vickimouth,2/27/16 8:42,8.89,9420709368538
Carrollfort,7/9/16 22:55,24.16,2356453371807
South Josephville,6/11/16 9:24,33.72,3611974996045
Wiseborough,5/24/16 0:45,4.74,8941891433572
South Bryanstad,8/17/16 22:38,21.34,5939858494462
Swansonbury,4/9/16 22:57,36.73,7133881868469
Alvarezhaven,1/25/16 6:02,5.16,2233026076010
Jacobfort,2/29/16 18:17,24.45,3007209176373
New David,11/3/16 14:58,38.62,2082838210712
Nguyenbury,1/30/16 13:17,33.43,6262269338025
Port Martinberg,11/11/16 21:16,22.38,1132435277456
Arnoldview,7/31/16 18:16,10.74,5702076948068
New Andreamouth,3/12/16 15:09,18.33,1653669562403
New Jeffrey,4/14/16 1:43,31.47,917693513796
Edwardsbury,4/12/16 5:27,10.65,7427401517402
East Douglas,3/1/16 17:52,20.27,1104424524940
Lake Jennaton,11/10/16 2:12,41.72,9531279483368
Lake Sarashire,6/30/16 10:48,35.35,5104871581523
Port Martinberg,2/27/16 0:10,16.84,3520075022877
Spencertown,8/25/16 14:12,11.93,7467069564011
Port Josephfurt,6/26/16 8:24,43.65,9407429201079
New Aaron,3/23/16 18:54,10.61,5079158580820
Pearsonberg,2/22/16 20:28,20.27,3352911581909
Antoniomouth,2/11/16 19:28,35.05,8730700384262
East Erin,2/4/16 9:29,15.57,75841830079
Port Samantha,8/28/16 20:20,42.34,2704782358660
Port Johnstad,7/9/16 19:59,30.87,2642194942339
New Jeffrey,1/25/16 8:30,34.01,6559731736480
East Erin,9/23/16 10:01,39.33,6267493536940
Vickimouth,1/21/16 6:11,14.22,5803305657789
Lake Stevenbury,3/16/16 18:42,34.09,1207523123769
Nguyenbury,8/30/16 4:06,7.03,6218370015522
West Oscar,6/5/16 21:53,39.53,2314239287209
Lake Sarashire,3/20/16 6:40,15.2,9865919996100
South Bryanstad,9/11/16 12:04,18.43,4394546874154
Travisville,8/4/16 20:22,26.48,1138195197737
Vickimouth,5/15/16 19:26,11.88,5271795959476
West Brandy,4/24/16 13:40,22.57,2513509744071
Rodriguezburgh,12/2/16 8:18,37.91,3149300400862
Alyssaberg,5/27/16 16:42,4.94,3705415349696
Smithhaven,10/13/16 22:03,19.87,606427514979
West Oscar,11/9/16 5:46,8.66,8952717743829
Smithhaven,5/3/16 9:43,10.56,6743514371573
Sarabury,9/30/16 20:41,44.32,2103508227691
New David,5/21/16 0:01,17.06,9678966503456
Travisville,5/9/16 18:15,36.37,1008612838645
Lake Jeffreyland,11/7/16 1:56,39.58,2727803067754
Lake Jeffreyland,5/28/16 7:17,37.9,1639696275400
New Andreamouth,10/15/16 7:28,30.43,9150752827460
Sarabury,7/30/16 10:37,25.99,5233926699781
West Sydneyhaven,8/4/16 17:20,21.99,9517526721612
South Roy,8/8/16 8:26,44.34,417945335133
Jacobfort,11/14/16 14:42,12.04,891660595247
Fosterside,5/20/16 0:15,42.67,6763080895709
Antoniomouth,1/8/16 2:19,43.26,6274568419176
Port Martinberg,8/3/16 20:00,31.93,1136753188531
West Oscar,1/2/16 7:50,36.06,2483310207884
Rodriguezburgh,6/3/16 15:45,36.07,3484370547285
West Dawnfurt,4/20/16 21:22,6.17,3534063157755
Pearsonberg,3/5/16 12:54,24.33,83452309358
West Oscar,1/27/16 21:43,27.91,8224055782908
Pearsonberg,9/13/16 6:32,11.35,9432289892846
Jacobfort,11/7/16 0:55,34.54,5279022168233
Fosterside,6/1/16 2:10,20.18,3724718922597
Lake Sarashire,4/17/16 4:08,39.55,4780405905389
Rodriguezburgh,2/15/16 6:46,20.76,7111332837189
Antoniomouth,6/27/16 11:53,19.91,5738047411910
Yolandafurt,8/27/16 23:18,34.95,9030131895269
Russellport,6/3/16 21:49,23.05,3862759508254
Maryside,3/16/16 8:29,35.47,5352891865134
New David,3/11/16 17:19,37.52,4214845399458
West Brittanyton,7/24/16 11:09,36.31,2182251156762
Pamelahaven,7/23/16 0:02,40.09,9084389718436
South Roy,10/1/16 22:21,43.07,2192441706271
West Alexis,7/5/16 16:43,10.04,5289717125465
West Sydneyhaven,5/23/16 11:24,41.55,4120354032918
Stewartview,8/31/16 11:18,20.02,2050328864974
New Maryport,7/19/16 5:21,33.31,2805852339982
Jacobfort,10/27/16 17:53,14.99,9619449467230
Carrollfort,1/13/16 13:03,29.2,4807864277489
New Aaron,2/7/16 3:24,19.09,8833450230688
Lake Jennaton,6/25/16 16:32,10.95,7330490897419
Fosterside,12/3/16 5:03,33.45,976394396367
Edwardsbury,8/6/16 6:20,36.3,5986780813014
Pamelahaven,2/1/16 19:44,7.5,9992146021449
West Oscar,6/13/16 12:57,29.91,3599513812523
Lake Jeffreyland,3/3/16 1:10,44.68,787513851380
Wiseborough,7/8/16 0:43,30.94,8676089786481
Mooreview,7/30/16 17:39,37.14,8244565411112
Maryside,4/21/16 3:14,29.25,6698556520536
Lake Sarashire,6/6/16 4:51,33.25,6299235671251
Port Johnstad,5/4/16 10:44,33.64,664048536800
New David,1/23/16 9:17,27.55,403004119295
West Jefferyfurt,9/7/16 6:09,34.4,9478484889656
South Roy,8/3/16 21:28,5.19,9820059837508
Arnoldview,1/30/16 11:19,22.23,5838519732243
Davistown,4/26/16 21:16,38.1,1939474425585
South Roy,7/10/16 4:09,17.23,1510646299830
Edwardsbury,2/9/16 18:25,43.5,6796777511668
Stewartview,2/8/16 17:08,43.91,3939447683194
Mooreview,7/26/16 23:48,29.37,2594258754795
Port Samantha,11/30/16 20:45,6.26,6334284199698
West Dawnfurt,6/15/16 21:42,26.75,6456250923639
Nguyenbury,2/11/16 0:31,37.16,6698671779345
Eriktown,3/22/16 22:54,35.16,5339773326396
New Aaron,7/16/16 19:43,28.88,4872228261244
Antoniomouth,7/31/16 19:23,10.44,7499859613449
West Sydneyhaven,6/25/16 20:10,15.65,6835917836657
Nguyenbury,11/29/16 13:10,5.75,3041057850290
Lake Jeffreyland,3/1/16 18:09,42.07,8658558349939
Maryside,4/27/16 9:54,40.67,5581319323530
Alvarezhaven,11/19/16 2:00,5.34,1108172306544
Aprilchester,10/24/16 20:16,32.42,5573547666893
Maryside,9/3/16 9:45,36.94,8262984393222
West Peter,9/10/16 6:14,17.77,4124832951548
Spencertown,7/19/16 19:03,7.39,2426400472885
West Peter,9/22/16 3:26,9.13,4226378426426
Port Samantha,5/30/16 3:00,18.63,9819193482927
Lake Jennaton,10/17/16 16:52,10.67,1341005417936
Antoniomouth,1/23/16 9:02,39.87,4754206353625
Travisville,5/11/16 13:05,42.99,4784056438609
West Oscar,1/11/16 11:58,31.81,2193515097318
West Dawnfurt,8/5/16 23:20,18.57,243269133946
Swansonbury,11/9/16 1:30,43.61,5244206952991
Lisatown,5/18/16 3:24,43,5749810098603
Swansonbury,6/24/16 8:15,43.95,4565664701695
Fosterside,8/6/16 4:15,22.67,404611862727
West Brandy,10/18/16 9:21,36.16,1531575658123
Sandymouth,7/28/16 18:03,4.26,297870556755
Lake Stevenbury,9/9/16 19:17,43.07,3020458317045
New Andreamouth,10/28/16 22:00,39.74,4695818152421
Kimberlychester,10/10/16 22:34,8.74,2670450662936
Zimmermanmouth,9/16/16 3:59,34.65,3806179410575
Lake Sarashire,5/10/16 4:34,43.85,8243797091475
East Douglas,3/4/16 15:34,43.62,8271162283323
Lisaville,7/16/16 10:17,43,985334613129
Lake Jeffreyland,5/15/16 8:54,4.15,5569007322768
Lake Stevenbury,7/12/16 16:11,15.23,1560212848078
West Alexis,6/15/16 14:21,5.65,1990600229279
New Christine,2/26/16 18:57,11.55,7847311968284
Zimmermanmouth,8/19/16 14:31,14.36,7886293230125
Rodriguezburgh,4/23/16 3:18,19.7,411248132468
Kimberlychester,7/8/16 21:18,39.59,4141440176194
Smithhaven,1/9/16 4:34,41.46,2306412951526
Wiseborough,1/21/16 15:43,18.28,9676818789300
Smithhaven,11/2/16 23:37,4.57,7025973384561
South Louis,10/6/16 3:17,39.52,538681001868
Russellport,3/28/16 3:39,4.84,3612459319748
Fosterside,11/22/16 10:37,37.92,4368027144340
Port Johnstad,10/19/16 6:35,28.5,3437920874423
New Maryport,6/27/16 15:45,38.12,3785390249624
Pearsonberg,1/2/16 9:50,13.8,3286332823129
Kelseyland,6/22/16 6:54,12.58,6629798205387
Torresshire,3/10/16 3:35,7.86,9239353071769
Kelseyland,6/18/16 6:03,16.77,7223504701591
West Alexis,11/10/16 8:10,12.79,6640917180705
Carrollfort,7/20/16 14:53,21.72,9954379185046
Torresshire,10/21/16 1:10,5.32,7486924635970
Lake Stevenbury,4/19/16 8:14,44.76,9507412203384
South Roy,2/8/16 4:56,31.52,3284017542884
Alvarezhaven,2/15/16 11:14,31.74,5487020911007
Russellport,11/21/16 20:26,11.71,7107770283343
Sandymouth,11/10/16 10:12,29.77,5102585552877
New Andreamouth,1/18/16 7:04,26.08,6981699421038
Eriktown,11/10/16 8:31,39.15,4715353076775
New Andreamouth,1/15/16 8:09,12.29,9016835555517
Alvarezhaven,6/16/16 18:29,32.46,858631473935
West Jefferyfurt,6/25/16 17:40,35.93,5688977816425
Williamshire,3/16/16 16:02,12.08,2872798800975
Rodriguezburgh,2/19/16 4:34,34.56,7700761099192
New Maryport,11/12/16 10:00,10.45,7465162274950
Yolandafurt,6/4/16 8:50,35.75,1266755807090
New Christine,9/30/16 5:09,36.04,6891426419255
Lake Jennaton,5/23/16 2:41,42.97,956432297054
Alvarezhaven,3/16/16 2:01,33.62,8974645194719
Lisaville,2/9/16 23:03,30.89,7036924404801
Port Samantha,10/1/16 1:52,43.22,2232921092378
Lisatown,11/9/16 19:01,7.58,7012676828928
Jacobfort,8/7/16 4:38,35.09,8645956613601
West Brittanyton,11/26/16 12:42,22.88,1850096179420
Port Samantha,7/17/16 10:15,14.91,4533043041465
Port Josephfurt,9/25/16 16:36,28.32,6590314190886
Port Martinberg,6/8/16 13:10,23.96,2579264518791
New Aaron,8/31/16 13:53,43.38,994783421001
Lake Jeffreyland,6/4/16 19:38,34.28,2197992772300
Lake Jennaton,10/7/16 19:44,40.49,4655525490308
West Jefferyfurt,6/7/16 0:49,22.81,3242327231133
Port Johnstad,3/13/16 13:43,30.04,8952976156323
Alyssaberg,9/5/16 4:28,24.74,1702311642823
New Andreamouth,10/16/16 12:36,38.23,9554694502513
Russellport,6/28/16 12:09,6.52,7639754473841
Edwardsbury,1/8/16 6:41,28.75,652590440355
Lake Jeffreyland,2/7/16 7:26,37.86,2330246783626
East Erin,9/8/16 17:48,23.31,6036769302196
Edwardsbury,5/9/16 15:54,37.34,397795156693
Russellport,11/17/16 17:55,21.92,5642744495206
Travisville,4/15/16 12:13,15.03,8140799265043
West Brandy,1/4/16 23:48,7.01,8676890827915
South Roy,4/1/16 8:18,42.56,4913703623772
Sarabury,4/1/16 7:15,6.94,1931215121299
Yolandafurt,7/3/16 3:20,21.53,1204646715819
Williamshire,7/19/16 14:23,26.14,3820624502578
South Josephville,1/15/16 16:18,25.83,1637047743967
Port Josephfurt,2/29/16 14:49,42.45,338242802787
Torresshire,10/20/16 19:17,16.64,6259401722347
Williamshire,3/5/16 3:54,22.03,7577485884485
New Andreamouth,10/26/16 13:34,34.01,2638675141582
Swansonbury,11/16/16 23:44,32.51,6043084594410
Kellershire,3/9/16 1:06,9,9197603993608
West Dawnfurt,6/1/16 8:15,30.05,9314512935974
New Jeffrey,11/6/16 23:32,18.1,8778146704138
Kelseyland,1/9/16 20:28,27.21,831362906446
Mooreview,5/11/16 0:21,22.7,3257317481863
Davistown,10/10/16 6:48,33.06,9124293805447
Lake Jeffreyland,10/9/16 15:12,4.16,9927742208390
Pearsonberg,1/2/16 10:59,17.43,7692020339180
Port Johnstad,6/22/16 7:30,35.35,1751633231390
Arnoldview,6/8/16 14:23,33.23,2561901175214
Port Josephfurt,2/14/16 23:20,32.7,3577231707703
Port Josephfurt,9/25/16 4:47,18.85,454198708789
Lisaville,12/5/16 1:52,44.61,2441811424155
West Oscar,10/8/16 16:18,25.35,4006937548727
Prattfurt,10/11/16 16:29,37.78,7679067660736
Swansonbury,3/24/16 17:14,7.17,2321894460533
West Sydneyhaven,4/7/16 10:14,8.88,3262903091739
Lake Stevenbury,10/3/16 0:41,14.32,7741014139517
Aprilchester,6/29/16 11:22,9.1,6466731062634
Lisatown,7/8/16 20:53,7.63,1356346590835
Maryside,10/1/16 5:58,11.2,763698281945
Pamelahaven,5/8/16 11:55,21.15,3914550239889
East Douglas,5/21/16 9:59,11.48,577914432444
Fosterside,7/9/16 18:28,37.65,4264791605400
Sarabury,11/23/16 3:08,37.17,9141412183460
Rodriguezburgh,8/21/16 23:47,13.49,4674261522531
West Brittanyton,9/17/16 8:14,29.53,6643004963922
Travisville,9/25/16 3:51,39.45,2448021188839
Russellport,11/12/16 12:46,29.56,1850964431407
West Peter,7/13/16 17:29,20.53,5576331342119
Williamshire,1/26/16 16:52,41.72,8891970851608
New Aaron,5/26/16 6:44,39.93,506548236203
Stewartview,3/30/16 10:06,15.35,3009186281019
South Roy,1/25/16 0:02,42.09,6940433136850
Alyssaberg,1/8/16 18:50,17.03,1841736403845
West Brandy,6/30/16 22:47,25.68,4224290693513
Lisatown,5/24/16 9:23,23.83,438019181722
Kellershire,6/15/16 1:32,43.76,5649647055667
Zimmermanmouth,11/12/16 22:15,5.27,885932877834
South Louis,5/5/16 13:22,25.15,6976367855086
East Erin,9/27/16 12:31,12.01,9277783245350
West Brandy,1/24/16 3:55,32.4,157087758710
New Jeffrey,11/7/16 7:30,43.51,2707900923917
West Brittanyton,10/21/16 1:04,32.43,9032710351395
Lake Sarashire,5/3/16 17:43,32.53,1725233941812
West Oscar,5/2/16 15:06,7.42,1342155568240
South Louis,1/26/16 11:21,23.67,1887960407761
West Dawnfurt,3/22/16 0:46,16.97,9155756590990
Torresshire,10/5/16 13:00,9.6,8443023570181
New David,2/17/16 21:34,6.49,128496622626
Lisaville,1/2/16 9:04,31.16,2386664973163
Russellport,10/5/16 14:04,17.69,5168390301277
Lisatown,1/10/16 4:34,17.05,3622314211636
Port Martinberg,7/2/16 14:51,25.02,2742462062414
Rodriguezburgh,11/23/16 11:12,20.32,7880452100175
South Josephville,4/4/16 16:33,25.69,1133047034703
Yolandafurt,9/27/16 15:31,21.79,613467789601
Zimmermanmouth,8/21/16 5:53,40.95,5672693632216
Lake Jennaton,5/5/16 8:14,15.81,3507008623912
New Christine,3/1/16 12:45,38.17,1336892846655
Prattfurt,1/11/16 21:18,12.9,5530092860060
Pamelahaven,3/10/16 14:48,34.67,9143800867747
Pearsonberg,5/25/16 21:08,39.59,6723209307056
Kelseyland,7/22/16 19:28,35.71,1234880130185
South Bryanstad,9/11/16 5:26,34.58,9543806768633
West Oscar,10/26/16 13:38,9.57,558835210731
Rodriguezburgh,6/30/16 14:48,35.86,3609361523059
New Andreamouth,2/22/16 18:51,11.92,5787493616752
Pamelahaven,10/13/16 15:13,21.09,2359390080566
New Jeffrey,4/17/16 1:14,6.14,8594963223597
Zimmermanmouth,10/21/16 4:10,24.69,9508846094814
Kelseyland,11/26/16 2:34,15.49,5187807155760
Stewartview,4/10/16 1:26,11.93,8887064721766
West Brittanyton,1/9/16 13:57,30.28,3228901013104
West Brittanyton,6/5/16 0:50,39.15,559226537321
Mooreview,7/11/16 18:46,19.51,2835637288297
Smithhaven,9/3/16 11:34,13.05,2352819826103
Fosterside,9/3/16 1:10,13.37,8859934081119
Pearsonberg,2/16/16 17:47,8.7,5920023199381
South Roy,5/13/16 4:28,14.85,7755858811799
Port Johnstad,7/14/16 8:16,5.97,1910592368893
Yolandafurt,9/16/16 14:36,20.44,3649222420394
Pearsonberg,10/17/16 23:01,29.6,8058328163862
Sarabury,10/23/16 2:40,17.23,1977978528067
Port Martinberg,4/5/16 18:06,5.32,2338260053367
Port Johnstad,7/22/16 11:27,10.88,1261252469017
Carrollfort,10/1/16 4:18,12.76,2385786307986
Kimberlychester,11/12/16 3:56,21.25,1900612777804
